order_id,order_date,customer_id,product_id,region_id,quantity,discount,sales_amount,cost_amount,profit,is_return,is_invalid_date
O018163,2024-03-20,C00026,P0073,R005,2,0.05,1455.27,1258.2,197.07,0,0
O018164,2024-07-20,C00717,P0091,R017,1,0.0,294.85,206.95,87.9,0,0
O018165,2024-06-21,C01732,P0029,R019,2,0.1,1775.0,1444.68,330.32,0,0
O018166,2025-10-18,C00167,P0095,R010,3,0.05,395.07,261.33,133.74,0,0
O018167,2024-01-11,C01013,P0025,R016,1,0.0,271.48,172.86,98.62,0,0
O018168,2025-08-30,C00311,P0045,R009,1,0.0,312.94,244.48,68.46,0,0
O018169,2025-04-25,C01119,P0096,R018,4,0.1,2804.29,1836.6,967.69,0,0
O018170,2024-03-18,C01429,P0096,R002,1,0.2,623.18,459.15,164.03,0,0
O018171,2025-05-15,C01271,P0004,R020,1,0.1,923.45,686.46,236.99,0,0
O018172,2025-02-28,C01125,P0090,R011,2,0.05,94.24,86.46,7.78,0,0
O018173,2024-01-03,C01486,P0076,R020,1,0.0,562.13,442.13,120.0,0,0
O018174,2024-06-12,C01070,P0091,R015,4,0.0,1179.4,827.8,351.6,0,0
O018175,2024-09-11,C01226,P0055,R015,3,0.05,2409.16,1553.34,855.82,0,0
O018176,2024-06-06,C00164,P0099,R008,2,0.05,2137.41,1436.9,700.51,0,0
O018177,2025-02-27,C00043,P0081,R014,1,0.15,164.14,167.77,-3.63,0,0
O018178,2025-03-25,C00329,P0082,R016,3,0.0,558.24,475.98,82.26,0,0
O018179,2024-05-04,C01080,P0052,R015,3,0.0,1361.07,1158.12,202.95,0,0
O018180,2024-03-31,C00793,P0048,R020,2,0.0,277.14,190.66,86.48,0,0
O018181,2025-04-24,C00733,P0028,R002,2,0.05,1154.9,1039.42,115.48,0,0
O018182,2024-12-09,C00897,P0009,R005,4,0.05,3575.84,3141.08,434.76,0,0
O018183,2024-07-12,C01979,P0093,R009,1,0.1,816.44,594.21,222.23,0,0
O018184,2024-07-06,C00754,P0067,R013,1,0.0,1223.37,890.89,332.48,0,0
O018185,2024-01-29,C00889,P0064,R012,1,0.15,767.18,757.41,9.77,0,0
O018186,2025-09-16,C01006,P0043,R007,1,0.0,20.6,14.82,5.78,0,0
O018187,2025-09-07,C01549,P0080,R003,1,0.05,1011.19,755.97,255.22,0,0
O018188,2025-02-09,C01468,P0050,R005,2,0.05,2381.76,1654.8,726.96,0,0
O018189,2024-09-12,C01959,P0086,R016,1,0.0,695.92,589.29,106.63,0,0
O018190,2024-06-06,C01272,P0012,R012,1,0.2,1160.11,894.74,265.37,0,0
O018191,2024-08-12,C01908,P0033,R001,3,0.1,1915.35,1465.23,450.12,0,0
O018192,2025-11-08,C01223,P0037,R008,2,0.05,1210.17,1088.58,121.59,0,0
O018193,2024-03-05,C01077,P0004,R008,1,0.0,1026.06,686.46,339.6,0,0
O018194,2025-08-24,C01116,P0073,R013,3,0.15,1953.12,1887.3,65.82,0,0
O018195,2024-08-10,C00961,P0077,R017,1,0.0,651.79,396.04,255.75,0,0
O018196,2024-07-12,C00402,P0050,R014,1,0.0,1253.56,827.4,426.16,0,0
O018197,2025-08-14,C00733,P0085,R020,2,0.0,1081.34,655.5,425.84,0,0
O018198,2025-12-03,C01210,P0097,R009,4,0.15,4110.09,3211.16,898.93,0,0
O018199,2025-12-25,C01213,P0080,R017,2,0.05,2022.38,1511.94,510.44,0,0
O018200,2024-07-14,C00317,P0074,R001,4,0.05,1891.3,1622.96,268.34,0,0
O018201,2025-03-08,C01608,P0054,R007,5,0.0,4382.0,3117.55,1264.45,0,0
O018202,2024-08-01,C01426,P0064,R019,3,0.2,2166.14,2272.23,-106.09,0,0
O018203,2024-05-21,C01051,P0037,R002,2,0.0,1273.86,1088.58,185.28,0,0
O018204,2024-10-09,C00905,P0032,R020,2,0.1,2052.9,1750.98,301.92,0,0
O018205,2024-02-15,C01116,P0004,R011,1,0.05,974.76,686.46,288.3,0,0
O018206,2024-04-30,C01163,P0057,R006,2,0.1,1941.39,1263.42,677.97,0,0
O018207,2025-03-11,C00856,P0030,R001,1,0.05,460.15,320.28,139.87,0,0
O018208,2025-05-17,C01726,P0056,R018,2,0.0,1472.38,1092.42,379.96,0,0
O018209,2024-07-16,C00317,P0086,R004,3,0.05,1983.37,1767.87,215.5,0,0
O018210,2025-02-11,C00747,P0046,R019,3,0.1,2827.28,2584.89,242.39,0,0
O018211,2025-07-12,C00796,P0041,R020,1,0.0,496.05,334.3,161.75,0,0
O018212,2025-10-15,C00200,P0054,R005,2,0.1,1577.52,1247.02,330.5,0,0
O018213,2025-02-19,C00179,P0058,R014,5,0.1,2149.88,1795.3,354.58,0,0
O018214,2024-06-25,C01783,P0035,R010,4,0.1,3610.44,3013.16,597.28,0,0
O018215,2025-06-04,C01549,P0068,R012,1,0.05,584.76,507.33,77.43,0,0
O018216,2024-05-04,C00730,P0005,R002,3,0.0,2016.57,1701.69,314.88,0,0
O018217,2024-04-11,C00533,P0057,R009,3,0.05,3073.87,1895.13,1178.74,0,0
O018218,2024-09-19,C00814,P0072,R009,1,0.0,276.5,230.43,46.07,0,0
O018219,2024-08-28,C01410,P0055,R012,5,0.0,4226.6,2588.9,1637.7,0,0
O018220,2024-04-16,C00593,P0099,R007,1,0.0,1124.95,718.45,406.5,0,0
O018221,2024-02-08,C00133,P0022,R009,2,0.05,938.81,611.7,327.11,0,0
O018222,2025-11-22,C00841,P0054,R004,1,0.05,832.58,623.51,209.07,0,0
O018223,2025-05-10,C01198,P0038,R007,1,0.2,326.3,242.44,83.86,0,0
O018224,2025-06-08,C01042,P0093,R012,1,0.1,816.44,594.21,222.23,0,0
O018225,2024-02-18,C00345,P0025,R013,1,0.0,271.48,172.86,98.62,0,0
O018226,2025-08-05,C01687,P0061,R003,2,0.0,1507.3,959.52,547.78,0,0
O018227,2024-09-23,C01264,P0051,R013,1,0.1,759.25,651.66,107.59,0,0
O018228,2025-06-30,C01441,P0094,R008,1,0.0,869.42,695.08,174.34,0,0
O018229,2024-12-24,C01916,P0064,R005,2,0.15,1534.35,1514.82,19.53,0,0
O018230,2024-06-26,C01027,P0055,R018,2,0.0,1690.64,1035.56,655.08,0,0
O018231,2024-07-10,C01158,P0067,R016,1,0.05,1162.2,890.89,271.31,0,0
O018232,2024-04-12,C01528,P0078,R014,1,0.1,818.18,738.46,79.72,0,0
O018233,2025-08-29,C01548,P0005,R009,1,0.0,672.19,567.23,104.96,0,0
O018234,2024-11-09,C01696,P0033,R017,1,0.0,709.39,488.41,220.98,0,0
O018235,2025-07-24,C01409,P0031,R009,4,0.0,654.12,454.68,199.44,0,0
O018236,2025-08-29,C00117,P0050,R005,2,0.2,2005.7,1654.8,350.9,0,0
O018237,2024-05-02,C00701,P0066,R010,1,0.0,851.71,711.51,140.2,0,0
O018238,2024-08-29,C01185,P0094,R012,4,0.0,3477.68,2780.32,697.36,0,0
O018239,2024-03-31,C00890,P0065,R013,4,0.0,2042.16,1770.04,272.12,0,0
O018240,2024-01-07,C00087,P0025,R006,3,0.2,651.55,518.58,132.97,0,0
O018241,2025-12-22,C00536,P0061,R011,2,0.0,1507.3,959.52,547.78,0,0
O018242,2025-04-27,C00617,P0052,R010,3,0.0,1361.07,1158.12,202.95,0,0
O018243,2024-11-26,C00073,P0072,R005,1,0.05,262.68,230.43,32.25,0,0
O018244,2024-05-26,C01525,P0071,R013,1,0.1,796.62,677.48,119.14,0,0
O018245,2025-03-07,C00756,P0073,R007,2,0.0,1531.86,1258.2,273.66,0,0
O018246,2025-01-31,C01583,P0100,R008,3,0.0,1311.81,774.57,537.24,0,0
O018247,2024-06-11,C01741,P0005,R020,1,0.05,638.58,567.23,71.35,0,0
O018248,2024-01-11,C01768,P0082,R011,1,0.15,158.17,158.66,-0.49,0,0
O018249,2024-12-08,C01817,P0089,R011,1,0.0,881.68,756.14,125.54,0,0
O018250,2025-01-06,C00997,P0032,R012,3,0.0,3421.5,2626.47,795.03,0,0
O018251,2025-08-06,C00486,P0081,R003,2,0.0,386.2,335.54,50.66,0,0
O018252,2024-10-14,C00169,P0015,R003,2,0.15,2113.9,1794.06,319.84,0,0
O018253,2024-03-11,C01248,P0063,R009,1,0.0,351.53,243.66,107.87,0,0
O018254,2025-10-05,C00254,P0041,R001,2,0.0,992.1,668.6,323.5,0,0
O018255,2024-10-29,C00483,P0030,R006,1,0.0,484.37,320.28,164.09,0,0
O018256,2025-06-11,C00489,P0072,R002,1,0.0,276.5,230.43,46.07,0,0
O018257,2024-02-01,C00548,P0049,R013,1,0.15,772.12,588.64,183.48,0,0
O018258,2024-01-27,C00745,P0023,R018,1,0.1,239.72,211.31,28.41,0,0
O018259,2024-01-18,C00663,P0068,R001,1,0.0,615.54,507.33,108.21,0,0
O018260,2025-07-31,C01054,P0059,R020,1,0.15,1134.66,891.66,243.0,0,0
O018261,2024-06-25,C01915,P0007,R010,3,0.05,4153.22,2563.23,1589.99,0,0
O018262,2025-08-01,C01292,P0087,R003,1,0.05,352.99,228.34,124.65,0,0
O018263,2025-11-21,C01353,P0100,R007,3,0.0,1311.81,774.57,537.24,0,0
O018264,2025-04-29,C00326,P0043,R008,2,0.0,41.2,29.64,11.56,0,0
O018265,2025-12-21,C00229,P0100,R007,1,0.1,393.54,258.19,135.35,0,0
O018266,2025-11-10,C00378,P0100,R007,1,0.15,371.68,258.19,113.49,0,0
O018267,2025-06-12,C01697,P0055,R020,2,0.0,1690.64,1035.56,655.08,0,0
O018268,2025-08-10,C00346,P0094,R012,1,0.0,869.42,695.08,174.34,0,0
O018269,2025-03-17,C01968,P0083,R004,1,0.05,1185.62,867.53,318.09,0,0
O018270,2024-06-09,C01510,P0088,R007,1,0.15,74.16,58.34,15.82,0,0
O018271,2024-03-16,C01659,P0018,R007,3,0.0,2827.35,2297.01,530.34,0,0
O018272,2024-10-05,C00605,P0083,R020,1,0.05,1185.62,867.53,318.09,0,0
O018273,2024-12-13,C00313,P0031,R018,2,0.0,327.06,227.34,99.72,0,0
O018274,2024-09-12,C00334,P0081,R004,1,0.1,173.79,167.77,6.02,0,0
O018275,2024-03-15,C01716,P0031,R015,2,0.05,310.71,227.34,83.37,0,0
O018276,2025-01-04,C00863,P0084,R010,1,0.05,872.24,751.58,120.66,0,0
O018277,2024-12-30,C00819,P0092,R005,2,0.05,119.13,83.0,36.13,0,0
O018278,2025-11-28,C00496,P0059,R005,3,0.1,3604.2,2674.98,929.22,0,0
O018279,2025-11-28,C00713,P0052,R014,3,0.0,1361.07,1158.12,202.95,0,0
O018280,2025-03-26,C00739,P0020,R009,2,0.15,2019.31,1458.56,560.75,0,0
O018281,2025-09-13,C01499,P0031,R001,1,0.05,155.35,113.67,41.68,0,0
O018282,2024-08-16,C01649,P0100,R005,3,0.05,1246.22,774.57,471.65,0,0
O018283,2025-12-09,C00935,P0079,R001,2,0.15,173.28,153.66,19.62,0,0
O018284,2025-11-19,C00668,P0082,R002,1,0.05,176.78,158.66,18.12,0,0
O018285,2024-04-01,C00904,P0086,R004,4,0.15,2366.13,2357.16,8.97,0,0
O018286,2025-05-26,C00350,P0066,R019,2,0.0,1703.42,1423.02,280.4,0,0
O018287,2024-11-30,C00138,P0053,R007,4,0.0,220.28,193.6,26.68,0,0
O018288,2024-07-13,C00465,P0044,R012,1,0.0,386.64,265.87,120.77,0,0
O018289,2024-10-28,C00050,P0005,R019,1,0.1,604.97,567.23,37.74,0,0
O018290,2025-10-24,C00069,P0086,R014,1,0.05,661.12,589.29,71.83,0,0
O018291,2025-11-06,C00477,P0090,R020,1,0.2,39.68,43.23,-3.55,0,0
O018292,2024-09-08,C01803,P0043,R009,1,0.0,20.6,14.82,5.78,0,0
O018293,2024-12-03,C00371,P0060,R001,3,0.05,1293.13,1021.92,271.21,0,0
O018294,2025-01-12,C01394,P0066,R004,1,0.0,851.71,711.51,140.2,0,0
O018295,2025-06-20,C00295,P0073,R019,1,0.15,651.04,629.1,21.94,0,0
O018296,2024-12-16,C00927,P0072,R020,3,0.1,746.55,691.29,55.26,0,0
O018297,2024-10-16,C01214,P0027,R013,5,0.1,4223.97,3859.9,364.07,0,0
O018298,2025-11-06,C01122,P0075,R007,2,0.0,384.78,279.76,105.02,0,0
O018299,2024-09-29,C01600,P0081,R004,1,0.05,183.44,167.77,15.67,0,0
O018300,2024-07-13,C00509,P0003,R015,1,0.1,1074.44,770.19,304.25,0,0
O018301,2024-08-27,C01486,P0069,R008,2,0.05,1529.58,1225.7,303.88,0,0
O018302,2024-08-31,C00808,P0051,R019,3,0.0,2530.83,1954.98,575.85,0,0
O018303,2025-02-09,C00891,P0092,R014,2,0.1,112.86,83.0,29.86,0,0
O018304,2025-04-27,C00640,P0096,R012,4,0.0,3115.88,1836.6,1279.28,0,0
O018305,2024-04-08,C01994,P0066,R017,1,0.0,851.71,711.51,140.2,0,0
O018306,2025-10-10,C01650,P0049,R009,4,0.05,3451.84,2354.56,1097.28,0,0
O018307,2024-07-04,C00926,P0096,R013,2,0.0,1557.94,918.3,639.64,0,0
O018308,2024-03-24,C01487,P0035,R006,2,0.0,2005.8,1506.58,499.22,0,0
O018309,2025-05-03,C01832,P0058,R020,2,0.0,955.5,718.12,237.38,0,0
O018310,2024-06-02,C00568,P0044,R002,1,0.1,347.98,265.87,82.11,0,0
O018311,2025-07-02,C00653,P0021,R005,3,0.0,1327.17,1106.4,220.77,0,0
O018312,2025-11-24,C01525,P0092,R002,1,0.05,59.56,41.5,18.06,0,0
O018313,2025-05-21,C00568,P0033,R019,1,0.05,673.92,488.41,185.51,0,0
O018314,2025-07-22,C00188,P0085,R014,4,0.15,1838.28,1311.0,527.28,0,0
O018315,2024-12-27,C01191,P0081,R006,1,0.05,183.44,167.77,15.67,0,0
O018316,2024-09-09,C00406,P0074,R019,5,0.05,2364.12,2028.7,335.42,0,0
O018317,2025-03-24,C01174,P0016,R015,3,0.05,1203.9,1078.65,125.25,0,0
O018318,2024-09-18,C00213,P0049,R016,2,0.05,1725.92,1177.28,548.64,0,0
O018319,2025-10-02,C00957,P0095,R011,3,0.05,395.07,261.33,133.74,0,0
O018320,2024-12-09,C00477,P0045,R007,3,0.15,798.0,733.44,64.56,0,0
O018321,2024-12-30,C01058,P0004,R019,2,0.05,1949.51,1372.92,576.59,0,0
O018322,2025-05-07,C00453,P0079,R003,2,0.0,203.86,153.66,50.2,0,0
O018323,2024-05-18,C00503,P0076,R005,2,0.0,1124.26,884.26,240.0,0,0
O018324,2025-02-14,C01802,P0066,R005,1,0.05,809.12,711.51,97.61,0,0
O018325,2025-07-05,C01964,P0045,R016,2,0.0,625.88,488.96,136.92,0,0
O018326,2025-07-21,C00655,P0041,R018,1,0.1,446.44,334.3,112.14,0,0
O018327,2024-06-13,C01292,P0031,R017,3,0.15,417.0,341.01,75.99,0,0
O018328,2024-02-09,C00711,P0067,R006,2,0.05,2324.4,1781.78,542.62,0,0
O018329,2024-05-21,C00341,P0100,R011,1,0.15,371.68,258.19,113.49,0,0
O018330,2025-08-21,C00200,P0084,R011,5,0.0,4590.75,3757.9,832.85,0,0
O018331,2024-07-13,C01782,P0073,R020,5,0.0,3829.65,3145.5,684.15,0,0
O018332,2024-02-12,C00132,P0065,R020,2,0.0,1021.08,885.02,136.06,0,0
O018333,2025-03-12,C00985,P0077,R007,1,0.05,619.2,396.04,223.16,0,0
O018334,2025-10-05,C00439,P0059,R020,3,0.1,3604.2,2674.98,929.22,0,0
O018335,2024-06-13,C01521,P0089,R018,4,0.0,3526.72,3024.56,502.16,0,0
O018336,2024-02-01,C00270,P0066,R005,1,0.0,851.71,711.51,140.2,0,0
O018337,2024-04-12,C01154,P0033,R015,2,0.15,1205.96,976.82,229.14,0,0
O018338,2024-04-03,C00690,P0065,R020,4,0.1,1837.94,1770.04,67.9,0,0
O018339,2024-05-29,C01042,P0032,R006,3,0.0,3421.5,2626.47,795.03,0,0
O018340,2024-05-11,C00373,P0062,R007,4,0.0,1128.12,746.36,381.76,0,0
O018341,2025-04-10,C00234,P0085,R018,2,0.0,1081.34,655.5,425.84,0,0
O018342,2024-06-12,C00357,P0079,R017,1,0.0,101.93,76.83,25.1,0,0
O018343,2025-02-04,C01153,P0035,R017,2,0.0,2005.8,1506.58,499.22,0,0
O018344,2024-10-20,C01296,P0079,R005,1,0.05,96.83,76.83,20.0,0,0
O018345,2025-04-23,C01810,P0018,R006,2,0.0,1884.9,1531.34,353.56,0,0
O018346,2025-04-24,C01885,P0072,R001,1,0.2,221.2,230.43,-9.23,0,0
O018347,2025-03-09,C01506,P0040,R015,3,0.0,2653.32,2334.6,318.72,0,0
O018348,2025-10-14,C00025,P0069,R017,2,0.1,1449.07,1225.7,223.37,0,0
O018349,2024-05-23,C01408,P0090,R017,1,0.0,49.6,43.23,6.37,0,0
O018350,2025-01-18,C01412,P0019,R010,1,0.15,44.56,44.02,0.54,0,0
O018351,2024-10-15,C01413,P0076,R002,2,0.0,1124.26,884.26,240.0,0,0
O018352,2025-01-24,C01319,P0075,R020,3,0.1,519.45,419.64,99.81,0,0
O018353,2024-04-12,C01376,P0081,R018,4,0.0,772.4,671.08,101.32,0,0
O018354,2024-08-21,C01171,P0098,R008,4,0.1,5053.43,3271.76,1781.67,0,0
O018355,2025-11-18,C01239,P0057,R015,1,0.05,1024.62,631.71,392.91,0,0
O018356,2025-08-08,C01385,P0019,R008,2,0.0,104.84,88.04,16.8,0,0
O018357,2024-11-07,C00087,P0076,R018,2,0.0,1124.26,884.26,240.0,0,0
O018358,2024-03-21,C01018,P0063,R012,1,0.1,316.38,243.66,72.72,0,0
O018359,2025-04-19,C00256,P0086,R020,1,0.05,661.12,589.29,71.83,0,0
O018360,2024-08-08,C01854,P0084,R016,2,0.15,1560.86,1503.16,57.7,0,0
O018361,2024-08-28,C01980,P0079,R013,4,0.0,407.72,307.32,100.4,0,0
O018362,2024-03-11,C00317,P0049,R001,1,0.15,772.12,588.64,183.48,0,0
O018363,2024-07-30,C01784,P0056,R009,2,0.0,1472.38,1092.42,379.96,0,0
O018364,2024-06-05,C00948,P0094,R013,1,0.0,869.42,695.08,174.34,0,0
O018365,2024-01-25,C01345,P0053,R011,1,0.05,52.32,48.4,3.92,0,0
O018366,2025-03-04,C01307,P0067,R005,1,0.0,1223.37,890.89,332.48,0,0
O018367,2025-12-09,C00236,P0075,R012,3,0.0,577.17,419.64,157.53,0,0
O018368,2024-04-02,C01818,P0017,R005,1,0.0,608.84,456.9,151.94,0,0
O018369,2024-02-08,C01282,P0082,R020,2,0.15,316.34,317.32,-0.98,0,0
O018370,2024-03-14,C00975,P0003,R002,1,0.1,1074.44,770.19,304.25,0,0
O018371,2025-02-03,C01230,P0099,R006,1,0.0,1124.95,718.45,406.5,0,0
O018372,2025-08-26,C01954,P0065,R001,2,0.0,1021.08,885.02,136.06,0,0
O018373,2024-08-14,C01295,P0023,R005,2,0.1,479.43,422.62,56.81,0,0
O018374,2024-03-27,C01313,P0084,R007,1,0.05,872.24,751.58,120.66,0,0
O018375,2024-03-11,C01754,P0089,R019,3,0.0,2645.04,2268.42,376.62,0,0
O018376,2025-03-20,C01399,P0028,R013,1,0.05,577.45,519.71,57.74,0,0
O018377,2024-09-17,C00286,P0007,R003,1,0.15,1238.68,854.41,384.27,0,0
O018378,2024-09-14,C01637,P0061,R009,2,0.1,1356.57,959.52,397.05,0,0
O018379,2024-06-23,C01800,P0071,R004,2,0.05,1681.75,1354.96,326.79,0,0
O018380,2025-10-17,C01468,P0023,R003,4,0.1,958.86,845.24,113.62,0,0
O018381,2024-10-01,C00305,P0064,R012,1,0.15,767.18,757.41,9.77,0,0
O018382,2025-06-01,C01046,P0061,R010,2,0.05,1431.94,959.52,472.42,0,0
O018383,2025-06-26,C00109,P0090,R004,1,0.1,44.64,43.23,1.41,0,0
O018384,2024-02-13,C01546,P0086,R017,1,0.05,661.12,589.29,71.83,0,0
O018385,2024-06-30,C01915,P0019,R020,3,0.1,141.53,132.06,9.47,0,0
O018386,2025-10-16,C00072,P0077,R017,4,0.05,2476.8,1584.16,892.64,0,0
O018387,2025-10-07,C00219,P0059,R018,1,0.05,1268.15,891.66,376.49,0,0
O018388,2024-10-29,C01866,P0055,R012,1,0.15,718.52,517.78,200.74,0,0
O018389,2024-04-24,C01600,P0023,R005,2,0.0,532.7,422.62,110.08,0,0
O018390,2024-08-06,C01647,P0081,R012,2,0.15,328.27,335.54,-7.27,0,0
O018391,2025-11-24,C00417,P0090,R004,3,0.0,148.8,129.69,19.11,0,0
O018392,2025-05-06,C01276,P0028,R008,1,0.1,547.06,519.71,27.35,0,0
O018393,2024-02-25,C01658,P0005,R008,2,0.05,1277.16,1134.46,142.7,0,0
O018394,2025-06-08,C00138,P0069,R010,1,0.05,764.79,612.85,151.94,0,0
O018395,2024-04-17,C00568,P0099,R017,3,0.0,3374.85,2155.35,1219.5,0,0
O018396,2024-08-09,C00590,P0075,R016,2,0.05,365.54,279.76,85.78,0,0
O018397,2024-12-18,C01084,P0033,R014,2,0.05,1347.84,976.82,371.02,0,0
O018398,2024-09-14,C00508,P0091,R009,1,0.1,265.36,206.95,58.41,0,0
O018399,2025-05-25,C00684,P0062,R001,1,0.1,253.83,186.59,67.24,0,0
O018400,2024-04-24,C00515,P0060,R017,1,0.05,431.04,340.64,90.4,0,0
O018401,2025-10-03,C00128,P0009,R004,1,0.1,846.91,785.27,61.64,0,0
O018402,2025-03-09,C01345,P0009,R013,1,0.1,846.91,785.27,61.64,0,0
O018403,2024-08-11,C01278,P0066,R003,1,0.2,681.37,711.51,-30.14,0,0
O018404,2025-11-30,C01753,P0085,R009,1,0.0,540.67,327.75,212.92,0,0
O018405,2024-12-15,C01153,P0081,R004,1,0.0,193.1,167.77,25.33,0,0
O018406,2024-10-31,C01364,P0096,R019,2,0.05,1480.04,918.3,561.74,0,0
O018407,2024-01-16,C00719,P0059,R009,1,0.15,1134.66,891.66,243.0,0,0
O018408,2025-12-29,C00778,P0070,R018,1,0.1,54.53,37.94,16.59,0,0
O018409,2025-09-10,C00825,P0070,R009,2,0.05,115.12,75.88,39.24,0,0
O018410,2024-05-08,C01939,P0047,R008,5,0.0,2466.45,2030.4,436.05,0,0
O018411,2025-11-23,C00945,P0001,R008,1,0.1,146.92,115.78,31.14,0,0
O018412,2025-08-04,C01726,P0088,R015,1,0.1,78.53,58.34,20.19,0,0
O018413,2024-11-03,C00642,P0010,R016,1,0.1,904.72,832.19,72.53,0,0
O018414,,C01371,P0097,R019,1,0.05,1148.41,802.79,345.62,0,1
O018415,2025-02-12,C00549,P0088,R002,1,0.0,87.25,58.34,28.91,0,0
O018416,2025-05-17,C00795,P0015,R012,1,0.0,1243.47,897.03,346.44,0,0
O018417,2024-05-13,C01718,P0017,R005,2,0.1,1095.91,913.8,182.11,0,0
O018418,2024-03-20,C01368,P0080,R019,2,0.0,2128.82,1511.94,616.88,0,0
O018419,2025-01-20,C00973,P0063,R006,1,0.05,333.95,243.66,90.29,0,0
O018420,2024-08-26,C00816,P0072,R002,1,0.05,262.68,230.43,32.25,0,0
O018421,2025-12-18,C01600,P0037,R008,1,0.0,636.93,544.29,92.64,0,0
O018422,2024-03-03,C00311,P0092,R019,1,0.1,56.43,41.5,14.93,0,0
O018423,2025-07-11,C01698,P0063,R012,1,0.0,351.53,243.66,107.87,0,0
O018424,2025-03-15,C01238,P0065,R014,1,0.05,485.01,442.51,42.5,0,0
O018425,2025-10-04,C00658,P0100,R012,2,0.0,874.54,516.38,358.16,0,0
O018426,2025-12-30,C01397,P0083,R004,1,0.0,1248.02,867.53,380.49,0,0
O018427,2025-09-28,C01983,P0076,R019,1,0.1,505.92,442.13,63.79,0,0
O018428,2024-09-30,C00699,P0090,R003,1,0.0,49.6,43.23,6.37,0,0
O018429,2025-05-23,C00787,P0100,R007,2,0.0,874.54,516.38,358.16,0,0
O018430,2024-04-29,C01859,P0086,R015,4,0.1,2505.31,2357.16,148.15,0,0
O018431,2024-12-21,C00689,P0085,R019,1,0.0,540.67,327.75,212.92,0,0
O018432,2024-07-15,C01709,P0026,R005,2,0.15,1247.48,1134.0,113.48,0,0
O018433,2024-07-01,C01800,P0091,R020,1,0.0,294.85,206.95,87.9,0,0
O018434,2025-02-21,C01166,P0091,R001,1,0.05,280.11,206.95,73.16,0,0
O018435,2024-04-02,C00165,P0068,R011,1,0.0,615.54,507.33,108.21,0,0
O018436,2025-02-19,C00121,P0072,R005,2,0.05,525.35,460.86,64.49,0,0
O018437,2024-10-20,C00562,P0070,R018,1,0.15,51.5,37.94,13.56,0,0
O018438,2024-06-16,C00035,P0063,R003,1,0.0,351.53,243.66,107.87,0,0
O018439,2025-02-14,C01526,P0025,R012,4,0.0,1085.92,691.44,394.48,0,0
O018440,2025-07-02,C01280,P0073,R004,1,0.05,727.63,629.1,98.53,0,0
O018441,2025-03-21,C00910,P0047,R003,2,0.0,986.58,812.16,174.42,0,0
O018442,2024-03-05,C01628,P0062,R011,1,0.0,282.03,186.59,95.44,0,0
O018443,2025-02-14,C00268,P0093,R006,2,0.1,1632.89,1188.42,444.47,0,0
O018444,2025-03-31,C01001,P0016,R011,3,0.1,1140.53,1078.65,61.88,0,0
O018445,2025-05-14,C00677,P0097,R006,1,0.1,1087.96,802.79,285.17,0,0
O018446,2024-11-07,C00047,P0065,R009,1,0.05,485.01,442.51,42.5,0,0
O018447,2024-03-10,C00957,P0097,R005,1,0.15,1027.52,802.79,224.73,0,0
O018448,2024-04-02,C00290,P0027,R015,3,0.05,2675.18,2315.94,359.24,0,0
O018449,2024-08-30,C00092,P0008,R019,1,0.05,197.71,128.3,69.41,0,0
O018450,2025-04-08,C00423,P0070,R001,1,0.1,54.53,37.94,16.59,0,0
O018451,2025-06-24,C00390,P0061,R009,1,0.1,678.28,479.76,198.52,0,0
O018452,2025-05-06,C01256,P0080,R018,2,0.1,1915.94,1511.94,404.0,0,0
O018453,2024-08-16,C01587,P0068,R019,2,0.1,1107.97,1014.66,93.31,0,0
O018454,2024-11-17,C00973,P0060,R020,2,0.0,907.46,681.28,226.18,0,0
O018455,2024-02-04,C01283,P0093,R002,1,0.0,907.16,594.21,312.95,0,0
O018456,2025-08-06,C00205,P0041,R019,1,0.05,471.25,334.3,136.95,0,0
O018457,2024-09-15,C01574,P0035,R002,3,0.05,2858.26,2259.87,598.39,0,0
O018458,2025-01-07,C01004,P0085,R006,2,0.1,973.21,655.5,317.71,0,0
O018459,2024-11-24,C00857,P0044,R010,3,0.05,1101.92,797.61,304.31,0,0
O018460,2024-07-27,C01739,P0065,R018,2,0.0,1021.08,885.02,136.06,0,0
O018461,2024-05-02,C00628,P0069,R009,2,0.0,1610.08,1225.7,384.38,0,0
O018462,2025-11-28,C00879,P0038,R015,4,0.0,1631.52,969.76,661.76,0,0
O018463,2024-03-28,C01853,P0044,R012,2,0.15,657.29,531.74,125.55,0,0
O018464,2025-11-21,C00300,P0006,R010,2,0.0,471.42,298.42,173.0,0,0
O018465,2024-03-23,C01044,P0036,R003,1,0.05,996.05,882.0,114.05,0,0
O018466,2024-03-10,C01157,P0041,R020,1,0.0,496.05,334.3,161.75,0,0
O018467,2025-10-22,C01401,P0003,R002,1,0.05,1134.13,770.19,363.94,0,0
O018468,2025-11-22,C01859,P0087,R005,1,0.0,371.57,228.34,143.23,0,0
O018469,2025-10-16,C00688,P0092,R018,1,0.05,59.56,41.5,18.06,0,0
O018470,2025-07-20,C00232,P0024,R012,1,0.05,908.97,827.54,81.43,0,0
O018471,2024-12-26,C00799,P0068,R007,2,0.1,1107.97,1014.66,93.31,0,0
O018472,2024-03-18,C00313,P0053,R005,2,0.0,110.14,96.8,13.34,0,0
O018473,2025-03-08,C01456,P0018,R003,1,0.15,801.08,765.67,35.41,0,0
